Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,clean_text,topic,keywords
432381,B003A199AI,A39ILC0QR4E09L,A. Schneider,3,3,5,1318636800,Yum!  I like these better than popchips!,"The smart fries are really tasty!  I ordered the 6 flavor variety pack.  While I did enjoy all of the flavors, my two favorites had to be the Jalapeno Trio and the Honey Mustard and Onion.<br /><br />I will be ordering these again, but I will pick and choose the flavors I like best.<br /><br />These make a great potato chip alternative.  I've also tried the popchips and I do prefer these.  the serving size is actually very large!  When I saw the size of the bag I figured it had to be all air, or that there were multiple servings in the bag.  Nope!  Granted it is 110 calories vs the popchip's 100 calories.  But honestly, I get way more satisfaction out of these.",positive,the smart fries are really tasty i ordered the flavor variety pack while i did enjoy all of the flavors my two favorites had to be the jalapeno trio and the honey mustard and onion i will be ordering these again but i will pick and choose the flavors i like best these make a great potato chip alternative i ve also tried the popchips and i do prefer these the serving size is actually very large when i saw the size of the bag i figured it had to be all air or that there were multiple servings in the bag nope granted it is calories vs the popchip s calories but honestly i get way more satisfaction out of these,8,"smart fries,fries really,popchip calories"
515898,B005HUVI0E,A2IMTQLJ1NBSD1,Diana,0,0,5,1332547200,The best K-Cup,"Have tried may K-Cups this one is the best. It is a strong brew, so if you prefer something more mild, this one might not be for you.",positive,have tried may k cups this one is the best it is a strong brew so if you prefer something more mild this one might not be for you,1,"brew prefer,brew,cups best"
523619,B004779XHI,A3ECI859GVJ2K,LisaVA,0,0,5,1293840000,NIcely Spiced,This is the only chai brand that i've tried so far but it seems to be very good. nicely spiced. not to strong or weak.,positive,this is the only chai brand that i ve tried so far but it seems to be very good nicely spiced not to strong or weak,-1,"chai brand,chai,spiced strong"
136701,B000CQ01NS,A91Y979O6RFOM,Donna M. Armstrong,2,2,4,1225152000,Good quick meak,"My husband and I do not usually eat packaged food, but we did need something for those evenings we were too tired to cook.  With my husband being gluten intolerant, we found no quick meals at any nearby markets. When I saw the gluten free mac and cheese, I was really pleased.  I ordered a package, and found it had real cheese.  When we first ate it, we were pleased with the taste and quality. We will continue to buy it",positive,my husband and i do not usually eat packaged food but we did need something for those evenings we were too tired to cook with my husband being gluten intolerant we found no quick meals at any nearby markets when i saw the gluten free mac and cheese i was really pleased i ordered a package and found it had real cheese when we first ate it we were pleased with the taste and quality we will continue to buy it,-1,"eat packaged,packaged food,mac cheese"
77367,B001EO5WM2,AXLB13LOPS1E2,"Math Maven ""Mare""",0,0,4,1179273600,Just add frozen green beans for Loubia polo,"This is surprisingly easy, and tastes great for a ""kit"" version of estamboli polo.",positive,this is surprisingly easy and tastes great for a kit version of estamboli polo,-1,"estamboli polo,polo,version estamboli"
378847,B000LKV2YW,AHLHMD64KH0AB,"Minime ""Sandy""",0,0,5,1347321600,Love these beans.,"I never thought I would ever eat black beans, the thought of even the name was ykkk. I tried Eden's Organic Carribean black beans & now I'm a convert. Forget everyday plain black beans, Eden's is above them all & they are organic. I use them as an add in for wraps, and just as a side dish, instead of Kidney beans in Chilli, I use Eden's Black beans. And I use Amazon for most of my online orders, love them!",positive,i never thought i would ever eat black beans the thought of even the name was ykkk i tried eden s organic carribean black beans now i m a convert forget everyday plain black beans eden s is above them all they are organic i use them as an add in for wraps and just as a side dish instead of kidney beans in chilli i use eden s black beans and i use amazon for most of my online orders love them,-1,"black beans,eat black,kidney beans"
549943,B004KARTKU,A36FPYO7LBM63L,sweetsixteen,0,1,5,1300752000,Pleasantly Surprised,This is my first time to order on Amazon.  The product was delivered to my house within two days.  I did not purchased an expedited shipping rate. I am so happy that I have just ordered more supplies for the party!!,positive,this is my first time to order on amazon the product was delivered to my house within two days i did not purchased an expedited shipping rate i am so happy that i have just ordered more supplies for the party,6,"expedited shipping,purchased expedited,expedited"
64350,B002C1XZL6,A2MIVFDI26W9B9,"Buttercup NYY ""Buttercup""",0,0,5,1303862400,Looks LIke Food network dish!,"I was so surprised when I opened the can to see real shrimp prawns like the ones served in shrimp cocktail! The chicken looks like the canned white meat chicken that my husband and I purchase from Costco to make our homemade sandwiches with.  This is not your usual ground mystery meat that one usually thinks of when talking about wet dog food. This is whole food in a can that looks fit for a human. In fact, I called my husband after I opened the can to tell him that our new puppy was eating shrimp prawns and shredded chicken breast with kale and sweet potatoes and beans. Hubby wanted to know why the dog was eating better than he does. My 3 month old puppy wasn't eating that well and not gaining weight. I will continue to mix this with her dry food because she devoured it and was wagging her tail like crazy during the meal. I will have to see if she gains weight with this.",positive,i was so surprised when i opened the can to see real shrimp prawns like the ones served in shrimp cocktail the chicken looks like the canned white meat chicken that my husband and i purchase from costco to make our homemade sandwiches with this is not your usual ground mystery meat that one usually thinks of when talking about wet dog food this is whole food in a can that looks fit for a human in fact i called my husband after i opened the can to tell him that our new puppy was eating shrimp prawns and shredded chicken breast with kale and sweet potatoes and beans hubby wanted to know why the dog was eating better than he does my month old puppy wasn t eating that well and not gaining weight i will continue to mix this with her dry food because she devoured it and was wagging her tail like crazy during the meal i will have to see if she gains weight with this,0,"eating shrimp,served shrimp,puppy eating"
65239,B00063KNX0,A2NP69UGTOW13F,Linda K. Mountain,0,0,5,1265760000,prompt delivery and good price,This was a no nonsense purchase.  My purchase quickly in good condition.  I found it to much cheaper than a retail store along with the convenience.,positive,this was a no nonsense purchase my purchase quickly in good condition i found it to much cheaper than a retail store along with the convenience,6,"cheaper retail,store convenience,retail store"
386872,B000PGQQFC,A1R377IPZOKLMM,"Gina B ""It's a dry heat!""",0,0,5,1290297600,Great cinnamon tea!,"This tea is exactly what I wanted - rich, warm, spicy cinnamon tea!  The tea is so well-packaged that you can't even smell the tea bag without opening the foil pouches, which means they're keeping the tea fresh.  I've brewed this tea in hot milk also for a very nice cinnamon milk tea.  Perfect tea for a chilly night and goes wonderfully with a piece of pumpkin pie.  :)",positive,this tea is exactly what i wanted rich warm spicy cinnamon tea the tea is so well packaged that you can t even smell the tea bag without opening the foil pouches which means they re keeping the tea fresh i ve brewed this tea in hot milk also for a very nice cinnamon milk tea perfect tea for a chilly night and goes wonderfully with a piece of pumpkin pie,2,"cinnamon tea,tea hot,tea perfect"
393031,B003VXL0V6,A3QDKPAWB7GDL2,vem,0,0,5,1309392000,Jamaica Me Crazy K-Cups,"As always, I LOVE this coffee, it's about the only kind I buy for myself.  The turn around time is terrific.  When I have about a week's worth of cups left, I order and have the next batch in perfect timing.  Very happy with everything about this product.",positive,as always i love this coffee it s about the only kind i buy for myself the turn around time is terrific when i have about a week s worth of cups left i order and have the next batch in perfect timing very happy with everything about this product,1,"coffee kind,love coffee,coffee"
316980,B005DZHYAG,AAAWOCJ6XFJMS,ACgypsy,10,17,1,1327708800,weak if anything,Used to make a brew and no effect: if even mild. Wouldn't waste $ on it even if it seems to be cost effective!,negative,used to make a brew and no effect if even mild wouldn t waste on it even if it seems to be cost effective,1,"brew effect,make brew,effect mild"
507254,B000GKEYT2,A3FVY6OK3M7J1O,momkaz,0,0,5,1329004800,happy death rain fan.,"Fell in love with these chips years ago when I got outta a vending machine at a previous employer.  They are hotter then any chip I've tried but tastey as all heck.  I research and found out u can only GE these via internet not in any store,  which is a bummer but extreme food website and Amazon always have great special.  So I recommended purchaseing a lot so you don't run out.<br />These are a great conversation piece at parties everybody always says same 2 things<br />1.  OMG THESE ARE SO HOT.<br />2.  I can't stop eating because these are so good.<br />Definitely have milk around to help the heat factor.  I now have my boyfriend hooked and a fan.  This last purchase I orders him the 14/5oz bag set.  He is in 7th heaven.  Definitely will last a while cause u can only eat so many cause of the heat but so tastey u wanna keep going back for more.<br />Remember have milk on hand LOL enjoy.",positive,fell in love with these chips years ago when i got outta a vending machine at a previous employer they are hotter then any chip i ve tried but tastey as all heck i research and found out u can only ge these via internet not in any store which is a bummer but extreme food website and amazon always have great special so i recommended purchaseing a lot so you don t run out these are a great conversation piece at parties everybody always says same things omg these are so hot i can t stop eating because these are so good definitely have milk around to help the heat factor i now have my boyfriend hooked and a fan this last purchase i orders him the oz bag set he is in th heaven definitely will last a while cause u can only eat so many cause of the heat but so tastey u wanna keep going back for more remember have milk on hand lol enjoy,8,"hotter chip,heat tastey,love chips"
48276,B004SRH2B6,A3NBRHDRGPM1H5,Pretty girl,1,1,5,1339200000,Mounds bar in a bottle!,Fantastic and delicious after a workout! This is probably the best electrolyte replenishing drink on the market! Coconut water is even better than intravenous fluids per some medical literature I have read.,positive,fantastic and delicious after a workout this is probably the best electrolyte replenishing drink on the market coconut water is even better than intravenous fluids per some medical literature i have read,-1,"coconut water,delicious workout,best electrolyte"
362179,B006N3HZ6K,ASUIO8KC4VJOY,AL,1,1,5,1278892800,Good Stuff,"Bold tasting coffee, not for someone that dosent like a strong tasting coffee. I have bought this coffee a few time and I really like it.",positive,bold tasting coffee not for someone that dosent like a strong tasting coffee i have bought this coffee a few time and i really like it,1,"bold tasting,tasting coffee,coffee"
340621,B006HXL6QG,AVK8NCLIBYKXD,"Rik ""Rik""",0,0,2,1326672000,Do people really purchase without knowing the size of the package?,"The 2 stars is for the listing, not the product.  The listing makes no indication of the size of the package.  For all we know we could be paying for 2 roasted peas.",negative,the stars is for the listing not the product the listing makes no indication of the size of the package for all we know we could be paying for roasted peas,-1,"roasted peas,stars listing,stars"
7300,B0000V1B4I,A2OKO8K525D7CA,"Francois ""CCB""",1,1,4,1228003200,Good value,"Decent every-day loose-leaf tea. The China Mist brand is good, the only downside is some of the tea is pulverized too fine, so there is sediment in the tea. I recommend letting the tea settle before serving. China Mist is not extremely high-quality, just a nice every-day tea that tastes fine. The sample pack gives you a chance to try some variety, and it lasts a while.",positive,decent every day loose leaf tea the china mist brand is good the only downside is some of the tea is pulverized too fine so there is sediment in the tea i recommend letting the tea settle before serving china mist is not extremely high quality just a nice every day tea that tastes fine the sample pack gives you a chance to try some variety and it lasts a while,2,"tea recommend,leaf tea,downside tea"
45441,B003AUWZUK,A3N9FMVPEBHCTQ,JY,0,2,1,1329523200,Extremely Salty,The seasoning on these chips is by far the strongest of any chips I've ever tasted. Way to salty and heavily drowned in the crab seasoning.,negative,the seasoning on these chips is by far the strongest of any chips i ve ever tasted way to salty and heavily drowned in the crab seasoning,8,"seasoning chips,crab seasoning,strongest chips"
24511,B0016JJEFG,A10OT5QSMTI1EF,TEAna,2,2,5,1266105600,quali TEA,"When my supermarket discontinued Newman's Own Organic Black Tea (Royal Tea) I started ordering it from Amazon. I order it a case at a time and it arrives promptly.<br />The tea itself is one of the only organic black teas that come in boxes of 100.<br />Royal Tea is a full bodied black tea. It is a smooth tasting tea. Strong brewed is never bitter.<br />The more you drink, the more money is donated to charity. What a bonus!",positive,when my supermarket discontinued newman s own organic black tea royal tea i started ordering it from amazon i order it a case at a time and it arrives promptly the tea itself is one of the only organic black teas that come in boxes of royal tea is a full bodied black tea it is a smooth tasting tea strong brewed is never bitter the more you drink the more money is donated to charity what a bonus,2,"black tea,tea organic,black teas"
201828,B000PBJ66I,A2RBQF0WC2VH05,Susan Schuster,0,0,3,1340841600,cheaper at walmart,"excellent product!  Easy to prepare and tastes very close to restaurant quality meal.  However, do note that it is over a dollar cheaper per single package  at walmart.",neutral,excellent product easy to prepare and tastes very close to restaurant quality meal however do note that it is over a dollar cheaper per single package at walmart,-1,"quality meal,restaurant quality,meal note"
349683,B0006U7SEA,A320O1Z5XQ12UR,Amanda S.,1,1,3,1327017600,Doesn't last very long with a very aggressive chewer,"I bought this 24"" rawhide because several reviewers said their dogs worked on it for a very long time.  Unfortunately, this was not the case with my 100 lb. Labrodane.  He was pulling off large shreds within 2 minutes, had it broken in half within 10 minutes and chewed one half down to the knot in less than an hour.  While I don't think this is a bad quality bone, the rawhide is not as thick as other bones I have purchased, which I am assuming is why he was able to tear it apart so fast.",neutral,i bought this rawhide because several reviewers said their dogs worked on it for a very long time unfortunately this was not the case with my lb labrodane he was pulling off large shreds within minutes had it broken in half within minutes and chewed one half down to the knot in less than an hour while i don t think this is a bad quality bone the rawhide is not as thick as other bones i have purchased which i am assuming is why he was able to tear it apart so fast,0,"bone rawhide,rawhide bones,quality bone"
545971,B005QRPGYW,A1YGIUSI2JTTSC,Dan Bobinski,0,0,5,1321488000,"Slowly approached, but definitely enjoyed","My pups (aged 6 & 5) both enjoyed these, but since they talk I couldn't get their ""official"" position on them.  That said, having trained them extensively I'm pretty good at watching their body language.  When presented with these both pups were eager for a 'treat,' but after getting these in their mouths they both were slightly tentative to dig in.  Perhaps its because my pups normally get high-protein snacks like dried chicken breast, and they're not used to brown rice flour, quinoa flour, pea flour, & tapioca starch. Or perhaps it was the vanilla/mint flavor. Either way, it sort of reminded me of kids acting with trepidation about eating a new vegetable. But, after a few fleeting moments the question marks popping out of their heads went away and both pups earnestly chewed up their treats.<br /><br />The package says ""Dental Chews"" which normally speaks to an ability to remove tartar or freshen breath. The package states that the product ""freshens breath naturally,""  so I assume the mint serves as a breath freshener, thus earning the title ""dental chew"" instead of ""treat.""<br /><br />That said, I'm pleased to know the product is wheat-free and corn-free, as I'm not a fan of feeding my pups either one of those all-too-common ingredients.  I was going to give the product four stars because the dogs didn't jump on them like white on rice, but then I realized that this is a very healthy treat that is a whole lot better for them than most of the stuff that's out there, and after the slight hesitation, both dogs seemed to enjoy these very much ... so five stars it is.",positive,my pups aged both enjoyed these but since they talk i couldn t get their official position on them that said having trained them extensively i m pretty good at watching their body language when presented with these both pups were eager for a treat but after getting these in their mouths they both were slightly tentative to dig in perhaps its because my pups normally get high protein snacks like dried chicken breast and they re not used to brown rice flour quinoa flour pea flour tapioca starch or perhaps it was the vanilla mint flavor either way it sort of reminded me of kids acting with trepidation about eating a new vegetable but after a few fleeting moments the question marks popping out of their heads went away and both pups earnestly chewed up their treats the package says dental chews which normally speaks to an ability to remove tartar or freshen breath the package states that the product freshens breath naturally so i assume the mint serves as a breath freshener thus earning the title dental chew instead of treat that said i m pleased to know the product is wheat free and corn free as i m not a fan of feeding my pups either one of those all too common ingredients i was going to give the product four stars because the dogs didn t jump on them like white on rice but then i realized that this is a very healthy treat that is a whole lot better for them than most of the stuff that s out there and after the slight hesitation both dogs seemed to enjoy these very much so five stars it is,0,"chewed treats,dental chews,chews normally"
422258,B0000D9N9X,A1JJ9FQCR70Q8A,Jasmine D.,0,0,3,1235606400,Okay product..,"The taste was okay, but different. The product was not bad, but I just doubt that I'd order these again. They actually do taste like pickles, which is good, but the taste is definitely an acquired one and I haven't acquired it yet.",neutral,the taste was okay but different the product was not bad but i just doubt that i d order these again they actually do taste like pickles which is good but the taste is definitely an acquired one and i haven t acquired it yet,-1,"pickles good,taste like,taste okay"
383909,B0030VJ8PE,A2D5R2ZIXAFDHS,Mom of Triplets,0,0,5,1294790400,Happy Baby Organics - LOVE THEM!,"My children love the happy baby organics. I just wish they had more of a selection on Amazon. I have tried the food, as I try everything before giving it to my kids, and they taste great. I highly recommend it to any mom that wants their children to eat organic. It is easy to use, easy to travel with, and healthy for them!",positive,my children love the happy baby organics i just wish they had more of a selection on amazon i have tried the food as i try everything before giving it to my kids and they taste great i highly recommend it to any mom that wants their children to eat organic it is easy to use easy to travel with and healthy for them,5,"baby organics,eat organic,organic easy"
183569,B000S6908Y,A10ZW5C8IAU5T,"Virginia T. Couillard ""gini-aka-mimi""",0,0,5,1264982400,Osem Israeli Couscous,"Excellent product.  When  our local grocer no longer carried the 5-lb. bags of this item, I ordered the 22-lb. bag from Amazon and shared it with some family members.  We all now have enough of the couscous for a year or more!",positive,excellent product when our local grocer no longer carried the lb bags of this item i ordered the lb bag from amazon and shared it with some family members we all now have enough of the couscous for a year or more,-1,"couscous,couscous year,members couscous"
459217,B001BBXRAW,AYT1XYPAY96O0,B. Kneeland,0,0,5,1349827200,SEN SEN 12ct,"I don't know how many years it was since I had tasted these. I was wondering if they would still be the same when I ordered. Sure enough, they still had the original Sen Sen taste, bursting full of strong licorice.",positive,i don t know how many years it was since i had tasted these i was wondering if they would still be the same when i ordered sure enough they still had the original sen sen taste bursting full of strong licorice,-1,"years tasted,sen taste,original sen"
21779,B000KV61FC,AYGPOPHTHD5ED,lizyohn,1,1,5,1323302400,very engaging!,"This toy occupies my 55 pound pit for about an hour when loaded with one cup of kibble.  It is durable as well as engaging, and the dog caught on to it very quickly.  Highly recommended!",positive,this toy occupies my pound pit for about an hour when loaded with one cup of kibble it is durable as well as engaging and the dog caught on to it very quickly highly recommended,0,"kibble durable,pound pit,kibble"
255385,B002OFU8JC,AMYVS60VI71VE,Vernon White,0,0,5,1236902400,Tasty Nuggets of Goodness,I love the Beef Teriyaki Nuggets and the Buffalo Chicken Nuggets. Now I have a 3rd kind to eat. These are great tasting and easy to eat (important for post bariatric surgery people). I love Jack Link's Nuggets line!,positive,i love the beef teriyaki nuggets and the buffalo chicken nuggets now i have a rd kind to eat these are great tasting and easy to eat important for post bariatric surgery people i love jack link s nuggets line,17,"chicken nuggets,nuggets buffalo,nuggets rd"
310808,B000Y6Z0DM,A39RU15LO1YS70,"broncosfreak ""broncosfreak""",3,3,5,1262649600,I love this stuff!,I think this product is fantastic! I blend it in with my smoothies. I tried it with just juice one day but didn't like the taste so i just use it in the blender with my other smoothie ingredients.It will turn everything green and it does have a unique taste but I love it and will keep buying it.,positive,i think this product is fantastic i blend it in with my smoothies i tried it with just juice one day but didn t like the taste so i just use it in the blender with my other smoothie ingredients it will turn everything green and it does have a unique taste but i love it and will keep buying it,-1,"blend smoothies,blender smoothie,smoothie"
93254,B000E3ZFBC,A18ZQ2X5C8QAR3,Valery,1,2,1,1343088000,BUGS!!!,Bought this product from our local Publix where it's often buy 1 get 1 free.<br />We ate it a couple of times and I must saw we did like the taste.<br /><br />One day I tore open the packaging when my son started crying. I went to him and left the packaging on the counter. I came back a minute later and my countertop was crawling with tiny little bugs that could have been mistaken for spices if they weren't moving! I emptied the back in a zip-loc and it was full of these little bugs crawling around. If I would of put the packaging directly in the water i'm sure the bugs would have died instantly in the water.<br /><br />I was completely disgusted and called the company. The woman on the line was completely unfazed saying it seemed that my product was contaminated and that these things happen! Happen to who?!!<br />She continued to say she could send me free boxes or some coupons if I would provide my address.<br />I informed her that the last thing I want is an other box of this stuff in my house and hung up.<br />DO NOT BUY!,negative,bought this product from our local publix where it s often buy get free we ate it a couple of times and i must saw we did like the taste one day i tore open the packaging when my son started crying i went to him and left the packaging on the counter i came back a minute later and my countertop was crawling with tiny little bugs that could have been mistaken for spices if they weren t moving i emptied the back in a zip loc and it was full of these little bugs crawling around if i would of put the packaging directly in the water i m sure the bugs would have died instantly in the water i was completely disgusted and called the company the woman on the line was completely unfazed saying it seemed that my product was contaminated and that these things happen happen to who she continued to say she could send me free boxes or some coupons if i would provide my address i informed her that the last thing i want is an other box of this stuff in my house and hung up do not buy,-1,"product contaminated,contaminated things,contaminated"
500886,B002TN49F8,A1VJ7HYM1EC94M,"G P Padillo ""paolo""",0,0,4,1282780800,For flavored coffee - this stuff is great!,"I'm an old-fashioned kind of coffee man - good, strong, black - sometimes with cream and sugar, but rarely do flavored coffees do it for me or satisfy.  I made a pot for friends and they oohed and ahhed over this stuff.  I tried a cup in lieu of dessert (with cream and sugar) and found it had a vaguely creme brulee type of taste that I found delicious!  Quel surprise!<br /><br />Getting the vacuum packed bag open was a bit of a chore (more easily accomplished with a pair of scissors), but I'll be getting this stuff again - and maybe not just for guests!",positive,i m an old fashioned kind of coffee man good strong black sometimes with cream and sugar but rarely do flavored coffees do it for me or satisfy i made a pot for friends and they oohed and ahhed over this stuff i tried a cup in lieu of dessert with cream and sugar and found it had a vaguely creme brulee type of taste that i found delicious quel surprise getting the vacuum packed bag open was a bit of a chore more easily accomplished with a pair of scissors but i ll be getting this stuff again and maybe not just for guests,1,"flavored coffees,kind coffee,coffees satisfy"
306201,B003705VL8,A2COCS52PDAS3,Angebuddha,0,0,5,1350259200,Amazing!,"Where have you been all my life Barney Butter? I'm so happy I found you! I have tried a few others, some of which were good, but this is by far the best nut butter/ peanut butter alternative I've tried. My boyfriend and I both love it. He can eat peanut butter but now prefers my Barney Butter. Just like peanut butter, only better!",positive,where have you been all my life barney butter i m so happy i found you i have tried a few others some of which were good but this is by far the best nut butter peanut butter alternative i ve tried my boyfriend and i both love it he can eat peanut butter but now prefers my barney butter just like peanut butter only better,21,"barney butter,peanut butter,butter peanut"
10090,B003EML8PM,A2AEBH3O9EKFV4,"David Dosch ""IB Dave""",0,0,5,1338681600,"Tasty, easy no carb snack.","Really easy to prepare and very yummy. With my microwave I put them in for 1:40 and they turn out perfect. Warm, crunchy and tasty. And without the carbs, they don't impact your blood sugar which is a real boon for us diabetics.",positive,really easy to prepare and very yummy with my microwave i put them in for and they turn out perfect warm crunchy and tasty and without the carbs they don t impact your blood sugar which is a real boon for us diabetics,5,"yummy microwave,crunchy tasty,tasty carbs"
504460,B007I7YZJK,AKHKBZEHJ36FQ,Kevin Joseph,1,2,4,1337212800,A Refreshing Beverage,"This sugar-free berry-flavored ice tea has a refreshing taste.  With separate powder packages intended for single servings, this is a product that's perfect for use at the office or on travel.  My only complaint is that the amount of power seems excessive for a sincle serving, making it difficult to dissolve the entire packet even in a pint-sized glass and leaving unwanted residue in the glass.",positive,this sugar free berry flavored ice tea has a refreshing taste with separate powder packages intended for single servings this is a product that s perfect for use at the office or on travel my only complaint is that the amount of power seems excessive for a sincle serving making it difficult to dissolve the entire packet even in a pint sized glass and leaving unwanted residue in the glass,2,"ice tea,flavored ice,single servings"
497828,B000LKVD5U,A1DW1FK1H3F2TM,EuReka,0,0,5,1231977600,These are AWESOME!,These are some of the best chips that I have ever had... They sure beat anything else out there and are even cooked in a way that is better for you than most other name brands. They are tangy and crisp and satisfy any craving at the time! These will be the only chips that I buy from now on and I thank amazon for letting me buy them online in bulk and save some money at the same time!,positive,these are some of the best chips that i have ever had they sure beat anything else out there and are even cooked in a way that is better for you than most other name brands they are tangy and crisp and satisfy any craving at the time these will be the only chips that i buy from now on and i thank amazon for letting me buy them online in bulk and save some money at the same time,8,"best chips,chips buy,chips"
202382,B003RYCUS6,A1LGQ84E950C6M,DP,0,0,5,1278374400,Office Coffee,We just recieved this coffee as part of our standard office coffee service.  Its a lot better then the other brand we used to get.  Good to see you can order on Amazon.,positive,we just recieved this coffee as part of our standard office coffee service its a lot better then the other brand we used to get good to see you can order on amazon,1,"coffee standard,office coffee,recieved coffee"
448132,B003MOXA6C,A1RRMZKOMZ2M7J,"Sue Katz ""Honey Bee""",1,1,4,1280361600,Decent but heavy on the peanuts,"These are decent ... and MUCH better than the other think thin bars. However, the #1 ingredient is PEANUTs. I'm not sure that ""mixed nuts"" is apt but it's tasty for being so low in sodium (90mg) & sugars (3g) and gluten-free. I'd buy them again but would wait until they're on sale.<br /><br />Nutrition: 190 cal, 11g fat, 10g protein, 5g fiber<br /><br />Major Ingredients: Peanuts, soy crisps, almonds, chickory extract, cashews, maltitol, brown rice syrup, honey, soy lecithin, flavoring, salt.",positive,these are decent and much better than the other think thin bars however the ingredient is peanuts i m not sure that mixed nuts is apt but it s tasty for being so low in sodium mg sugars g and gluten free i d buy them again but would wait until they re on sale nutrition cal g fat g protein g fiber major ingredients peanuts soy crisps almonds chickory extract cashews maltitol brown rice syrup honey soy lecithin flavoring salt,9,"mixed nuts,bars ingredient,ingredient peanuts"
326975,B007GYQ6LA,A1VQE409H7IYVI,"April Larson ""&#34;Muscle Mom&#34;""",0,0,5,1240617600,good for kids,"These snacks are great for kids.  My three year old is very picky, and he loves them.  They are easily portable, since the bag is resealable.  I like the fact that there are no additives, it's just fruit.  Highly recommend them to all.",positive,these snacks are great for kids my three year old is very picky and he loves them they are easily portable since the bag is resealable i like the fact that there are no additives it s just fruit highly recommend them to all,5,"snacks great,snacks,kids"
237395,B002MGCWBU,AO4CU3U9B0VBH,ABurdy,0,0,3,1324598400,mini is right!,"Although they are a good idea in theory, these bottles are much much smaller than I thought a mini bottles would be. We ended up having to buy another set of hot sauces because it was just embarrassing to give these as a gift alone.",neutral,although they are a good idea in theory these bottles are much much smaller than i thought a mini bottles would be we ended up having to buy another set of hot sauces because it was just embarrassing to give these as a gift alone,4,"mini bottles,bottles smaller,theory bottles"
369087,B001D0DMMY,A2E4ROH3UVXCEJ,Jake,1,1,2,1340582400,Good but maybe my package was old.,I thought that these bars were very tasty if a bit on the expensive side.  My main complaint is that the bars disintegrate as you open up the packaging. Since the bars are also very sticky remain stuck to the rapper as they break apart so you are stuck having to pick off pieces of the bar from the inside of the wrapper (which is difficult because the wrapper is plastic not foil). I don't know if I got an old box of these or if they're all like this. Regardless I probably won't risk getting another box like the first.,negative,i thought that these bars were very tasty if a bit on the expensive side my main complaint is that the bars disintegrate as you open up the packaging since the bars are also very sticky remain stuck to the rapper as they break apart so you are stuck having to pick off pieces of the bar from the inside of the wrapper which is difficult because the wrapper is plastic not foil i don t know if i got an old box of these or if they re all like this regardless i probably won t risk getting another box like the first,9,"packaging bars,bars tasty,bars"
373279,B001ELL4ZY,A2B3XYQJCJ8ZJY,KJ Green,2,2,5,1273449600,Bold taste,"If you enjoy your coffee on the stronger side, try this one.  The taste is bold without some of the bitterness or bite that you find in other dark coffees.",positive,if you enjoy your coffee on the stronger side try this one the taste is bold without some of the bitterness or bite that you find in other dark coffees,1,"dark coffees,coffee stronger,taste bold"
346405,B000LKXGKU,A2NV6EVUDPV0OP,"Mary Jfitzpatrick ""CrazyMary""",0,0,5,1319500800,Carrot cake anyone?,"This mix can make spice cake, carrot cake, walnut cake, or gingerbread. Good texture. As a spice cake or gingerbread, freezes well. All of the Namaste mixes are exceptionally good.",positive,this mix can make spice cake carrot cake walnut cake or gingerbread good texture as a spice cake or gingerbread freezes well all of the namaste mixes are exceptionally good,7,"spice cake,namaste mixes,mixes"
459621,B0078EZHZE,AZR5XJMAEC0ET,Shirah B,0,1,4,1330300800,HImalayan Salt - 5 lb - Fine Ground,"Great deal for the quality of this Himalayan Salt!  I will be purchasing more and giving it as gifts.  This stuff tastes great and is actually a healthy addition to the diet, in moderation.<br /><br />Why would anyone continue using the ""white death"" table salt that is void of so many essential elements?<br /><br />I also use this to make an all-natural facial and body scrub! We should only ""feed"" our skin what we would put in our mouths!",positive,great deal for the quality of this himalayan salt i will be purchasing more and giving it as gifts this stuff tastes great and is actually a healthy addition to the diet in moderation why would anyone continue using the white death table salt that is void of so many essential elements i also use this to make an all natural facial and body scrub we should only feed our skin what we would put in our mouths,20,"himalayan salt,table salt,quality himalayan"
5878,B000FL0A9K,A27GFBJWVL0J2,"Scott M. Sargent ""Scott""",0,0,5,1299801600,yummy - LOVE this stuff and all the other Big Train products,This coffee mix is so easy to make and taste great.  I enjoy ALL their flavors as my kids do too.  Hard to keep around.  Buying a box of it at a time helps.,positive,this coffee mix is so easy to make and taste great i enjoy all their flavors as my kids do too hard to keep around buying a box of it at a time helps,-1,"coffee mix,mix easy,flavors kids"
467064,B004283EQS,A2XJTOELA0HJJ3,"Jennifer Lilley ""Mommy2Cameron&ChayaRose""",0,0,5,1341878400,Sugar Free Dark Almonds,In one word these are AMAZING!  I just love them and it satisfies my craving for chocolate.  I highly recommend.,positive,in one word these are amazing i just love them and it satisfies my craving for chocolate i highly recommend,14,"craving chocolate,chocolate,chocolate highly"
516508,B000H1217M,A1MJER6HSVLBEL,ladyd,0,0,5,1289779200,Work like a charm,"I purchased the peanut butter treats.  My goldendoodle seems to really enjoy them.  The only drawback is that they do dry out quickly, so keep the bag sealed.",positive,i purchased the peanut butter treats my goldendoodle seems to really enjoy them the only drawback is that they do dry out quickly so keep the bag sealed,0,"butter treats,treats goldendoodle,treats"
