text,actual,predicted,transformer_pred,transformer_correct
great for a change in tortilla chips tasty and not bland like some blue chips not too salty a bit healthier than most similar snacks,positive,neutral,positive,True
while i do recall these might not be as delectable as the full fat version i d have to have them side by side to say for sure and even then i believe the difference probably wouldn t be enough to raise a fuss over i like these so much i eat them right out of the can then there s the added bonus of left over gravy i like to use the gravy over whole wheat egg noodles or add to veggie broth when rehydrating tvp the gravy freezes well until needed and the frichick itself stays fresh in the fridge for up to a week once opened on it s own i personally don t think it actually tastes like chicken but it quite yummy in it s own right,positive,neutral,negative,False
i bought this oil as a part of a christmas present for my father i had been looking for a vinegar sampler and came up empty so i bought vinegars and this oil from the same vendor thinking i could get a break on shipping it wasn t to be each of my gifts had shipping costs almost as high as the cost of the product it all worked out as my father genuinely loved the oil and the vinegars,positive,negative,negative,False
good unusual spice used for ethopian recipes but realized after it arrived that i could have bought it for less at the local whole foods c est la vie it s what i wanted and i m satisfied,neutral,positive,positive,False
i thought this was supposed to be the healthy soup option but it s just come to my attention when shopping for some other soup brands that the ingredient natural flavors this soup contains is a cover word for the main ingredient in msg which is responsible for causing unhealthy effects free glutamic acid the food industry uses words like these because they don t want you to know the truth about the unhealthy ingredients in the food as they would get less buyers i know i wouldn t have bought this if i knew this is where i read about it get rid of the spaces to paste in browser besides this i really think it is a delicious and comforting flavor which is why i have bought this many times it is too bad i can t conscientiously get it again knowing about this natural flavors labeling scam however it is fair to say that this is sort of the lesser evil as far as instant soups go for example the other gluten free soup i was thinking of getting was thai kitchen curry rice noodle soup and it had four glutamic acid ingredients natural flavor hydrolyzed soy protein disodium inosinate and disodium guanylate this is why i give this one stars the point is that we should not fool ourselves into thinking this product is healthy it should definitely be avoided,positive,negative,negative,False
the best product for easily catching and killing outdoor flies in summer using it will also cut down on future flies i see some one and two star reviews and the only explanation for the product not working is that the instructions were not read and followed i have to buy it through amazon because my local stores can t keep these in stock add warm water to the plastic bag and give a little light shake to mix the powder solution into the water then hang up outside you will be shocked at the number of flies it catches and kills also in my yard because so many flies were exterminated it cut down on the future fly population that would have resulted from reproduction the product does stink and that s what attracts the flies so don t hang it near the bbg grill the hanging catcher also is easily disposed of be sure to snap down the yellow plastic top into the holes and the bag will be sealed for throwing into the garbage also be sure to replace with a new fly magnet at some point because there will be too many dead flies in the liquid for the scent to still be attracting new flies most importantly read all the instructions buy the fly magnet and take back your backyard,positive,neutral,negative,False
although i seem to be having problems with the quality of some planter s products since ever since i was a kid palnter s was the no quality product you could get this has like many things changed but their peanuts are still the best these lightly salted nuts are the true american peanut with much taste and not too much salt they are really excellent and still better than the competition definitely worth buying and above all worth eating,positive,negative,positive,True
if you re looking for an organic toasted sesame oil this one is a good buy packaged well and in glass which is a big plus to me it s fairly price especially if you consider the quality it has an incredible taste delicious,positive,neutral,positive,True
i found this flavored coffee didn t have the sharp bite of most starbucks coffee it s smoother and far less boisterous than the regular starbucks this made it a pleasant drinking experience for an evening dessert drink i like a flavored coffee now and then but find most don t work beyond a single cup they tend to get a bit nauseating this starbucks vanilla did work for cup after cup with with a uniformly enjoyable reaction to every cup the vanilla flavoring is light more in the fragrance than the taste it would make a good pairing with a not too sweet dessert like dark chocolate or pastry,positive,neutral,positive,True
not bad at all when i use coffeemate chocolate creamer i still like swiss mix made with milk a little better but as far k cups go this milk chocolate with the coffeemate chocolate creamer is not bad and currently it is less than for cups,positive,neutral,positive,True
very good quality cat food made at a human food factory with human grade ingredients the tuna used is the red meat from the skipjack tuna fish they get a variety so this is just part of their diet as i do not want to feed them tuna based foods as their primary source of protein healthy and cats love this i try to use this brand tiki cat weurva and then for dry food orijen cat food my himalayan cats are on a no grain no gluten filler diet this wet food in combination with the dry has led to great coats no hair balls good energy and solid not too stinky poo,positive,neutral,negative,False
i don t smoke and i don t drink but give me my eight o clock coffee coffee is a main staple in our house we order through amazon com because we can get a package of oz bags of coffee for less than we pay in a grocery store and the delivery is very prompt,positive,negative,positive,True
it s good cut meat but wayyyy too salty can t taste much beside salt i really want to wash it before i eat,neutral,negative,negative,False
i don t have a problem getting my glasses of water each day but i sometimes like a little beverage diversity and individually packaged drink packs are a good way to add a bit of a kick to water because these are individual packets it is easy to keep a few in a gym bag work desk or purse i think the flavor is pretty good with no strange aftertaste i purchase my wyler s lemonade at my local grocery store for about cents a packet some individuals may be concerned to know that this product has aspartame and acesulfame potassium a lot of diet beverages use these additives both have been linked to cancer in rats and both were deemed one of the top ten worst additives by the center for science in the public interest so if you are cautious about additives in your food this product may not be for you a serving for this product is of a packet and of a packet has calories and of your daily vitamin c to make a full sufficiently flavored ounce glass you really do need the entire packet if you are seeking an alternative product that does not utilize these controversial ingredients and has more vitamins i would recommend acai lemonade by now foods it is somewhat pricey but can be found more economically off of amazon that product has calories and is loaded with vitamins it has of you daily vitamin c of vitamin a of vitamin d of vitamin e of thiamin of riboflavin of niacin of b of folate of pantothenic acid and of vitamin b wyler s light pink lemonade is really flavorful easy to pack and can be very economical those who want to avoid sugar substitutes may want to use this product in moderation or steer clear this product is made in the united states,positive,neutral,positive,True
really dumb to show a photo of the package saying for a dollar and then the title says for dollars is the original price then call it a manager s special when it s obviously marked up good grief people they sell these at my gas station cheap and dryer harder than normal gummy worms and not many in the package this package looks generous compared to what i m used to they are literally for a dollar regular price so don t pay this silly pretend discounted manager s special price,negative,neutral,negative,True
we ve purchased dragonwell green tea from other vendors and the quality has been much better of course we paid quite a bit more for it as well this just goes to prove you get what you pay for this bag has a lot of stems and other debris so would not recommend pay the higher price and get the better quality tea,neutral,positive,negative,False
the first thing you notice is the fabulous smell of the package then when you use it ahhhh reminds me of my culinary trip to italy it is fabulous over popcorn,positive,negative,positive,True
i admit i m kind of a wimp when it comes to hot spicy things for that reason lots of times i end up not liking hot wings which can be disheartening after you ve gone to all the expense and work to create the wings with this packet i get the spicy flavor without so much of the heat i ve used mccormick s buffalo wing mix on boneless tenders wings and legs and always had good results you just coat your chicken pieces and place in your pre heated oven super easy the only downside is if you like the skin on your chicken to be crispy then it s a bit hard to do with this because it tends to brown blacken somewhat easily both in the oven i tried to crisp using the broiler in the oven and out on the grill you can get it a little crispy but you have to watch it like a hawk because one second it ll look fine and the next it s blackening bottom line tastes really good without being horribly hot easy to use and i can even find it in the small town i live in,positive,neutral,positive,True
it is spicy but if you like spicy food you will love this tuna it is good quality tuna especially considering the price there are better tunas out there but they cost to times as much however this tuna is a vast improvement over the major brands you see in grocery stores which i can t stand to eat anymore they seem less like tuna and more like something scraped out of a tuna s colon btw chipotle isn t a species of pepper its a way of preparing any type of peppers really handy meal when you need something quick and simple you don t need to add anything to it often i eat it right out of the can,positive,neutral,positive,True
i received a very well packaged and promptly shipped even package of the habanero jerky from mahogany smoked meats the jerky itself it obviously made from good meat vs some of the garbage you d get from oberto or whomever the initial smell is excellent an aroma of pepper and brown sugar however the jerky itself is somewhat sticky the pieces of the jerky itself are stuck together so extracting a single piece for consumption becomes a chore after you re done your hands are all sticky my guess is if they manufacturer spent a little longer in a dessicator we d have a drier product that tasted just as well as for how spicy well my lips are burning i like that i really love habanero and in fact grow several varieties at home this isn t some quot slightly spicy quot product with the name habanero in it to make it seem macho it will scorch your mouth in my opinion scorch in a good way the price is great you d spend that much at any store buying a far lower quality of jerky and just try finding habanero anything at safeway kudos to amazon for removing yet one more thing from my shopping list additional kudos to mahogany smoked meats for having such a wonderful product i ve taken one star off for the jerky being so sticky i guess it s the sugar and the difficulty of separating out the pieces of jerky themselves definitely recommended,positive,negative,negative,False
all three cats think this is the bomb diggity easy to open package is a plus for me maury julie and madden give whiskas choice cuts a star review,positive,negative,positive,True
no better than oberto s in our family s opinion we ve had better in colorado the taste was typical teriyaki jerky and the pieces on the whole were tough,neutral,negative,negative,False
it was very hard to find a gum that does not use aspartame even the sugar gums have this chemical in it i found this product made the way we used to get gum with sugar also it has a very good taste and freshens breath the only draw back was there wasn t very much juice in the center not like it was when i was younger that s ok because i would rather that than the aspartame,positive,neutral,positive,True
i enjoyed the product good taste good quality i purchased it on sale and without paying s h it will be overpriced if i have to pay everything will purchase again next time is on sale,positive,neutral,positive,True
i was not familiar with this product but my wife was interested because of it s mention on popular daytime television here are somethings you should know if you are unfamiliar with the product star the noodles come packaged in water so one oz package must be strained to obtain one oz serving of noodles very different from traditional dry pasta star the package noodles in water is a bit awkward to store on your traditional pantry shelf you can t really stack them etc star the noodles have an expiration date that is approximately four months away don t order more than a few months supply star because the noodles are already hydrated they do not really take on much flavor from cooking liquid you better put them into a very flavorful dish star copared to pasta these pre hydrated noodles have a very slimy mouthfeel and they are not able to be cooked al dente so they do not give the same fished result as a pasta substitute star as advertised they are low calorie filling and a great source of soluable fiber,neutral,negative,negative,False
this is a good tasting tea at a great price if you don t normally like raspberry flavor this isn t really raspberry flavor if that makes sense no heavy flavor,positive,neutral,positive,True
the bacon flavor lickety stik is like crack cocaine for my dog rocky if i handed him the product it would be gone plastic and all within seconds however you aren t supposed to give your dog the lickety stick which works like a roll on deodorant the human holds it while the dog licks it if your dog reacts like rocky you ll get a big kick out of it while the novelty won t wear off for rocky i have the distinct impression that i ll get bored with it after a while on the other paw mr peabody seemed to enjoy it but he wasn t as enthusiastic as rocky could it be their difference in age mr p is six years old and rocky is one rocky also eats everything including light bulbs styptic powder and prescription eyewear but not with as much vigor as he attacked his lickety stik our third dog charity sniffed it looked at me like i had serious issues and turned away she s seven based on rocky s mr p s enjoyment of the product i give it five stars but if charity was an only dog it would get none,positive,neutral,negative,False
i saw all the problems people were having with damaged cans but the sale price was too good to pass up i ordered two cases first case not even a little dent second case bashed to heck obviously not amazon s fault since the boxes they arrived in were fine farmer s market really needs to figure out what is going on in their packing department,positive,neutral,negative,False
i bought two boxes of these jelly beans as they were the closest thing you can buy at a reasonable price to the harry potter bertie bott s every flavor beans i bought two boexes because i thought there d only be beans in a box but in fact there must have been at least we had way too many left over the kids got a huge kick out of daring eachother to try one shipping was fast and included in these box jelly beans,positive,negative,negative,False
i have a small lb dog and these work perfectly for his poops however i don t think these would work well for large dogs and their larger feces i have been using these bags for about a year now there was one batch i ordered this past year where every single bag in the box was open at the seams so basically they were completely useless i had read about this in the reviews so was not completely surprised but obviously i was upset that i had to throw away the entire box however like the title of my review states times the bags have worked perfectly and were sturdy enough to do the job they re supposed to do will continue buying these and just cross my fingers that i don t get a bad batch,positive,negative,negative,False
i usually order at large iced vanilla chai tea with soy milk and light ice at starbucks never again this is so much yummier and alot cheaper i can t wait to try out the other flavors i ll probably try the sugar free decaf vanilla chai when i run out of this one,positive,neutral,negative,False
i have consistently had trouble sleeping i tried it and the first night with just a half a bottle i fell sound asleep within minutes you feel refreshed and relaxed if you have trouble sleeping at night this is a good way to go,positive,neutral,positive,True
was out of pamela s bread mix so picked up a box of this at a health food store with pamela s i usually use the basic crust which is two eight ounce sticks of butter and some water held off my rating until i got another package of pamela s and tried the flaky variant which is one eight ounce stick of butter and eight ounces of shortening to compare the crusts gf pantry crust is definitely flakier but not enough difference from pamela s to sway me i ll stick to a much less ingredient mix but will buy more if i ever run out of pamelas again,neutral,negative,negative,False
the lemon flavor was evident in this product the price was right and just big enough to satisfy our needs would buy again,positive,neutral,positive,True
i had wanted to try this popcorn for a long time finally treated myself to some it is pretty good but i add a dollop of butter and a small amount of popcorn salt to the pan before it pops i probably won t buy it again because i can make better popcorn from scratch myself,positive,neutral,negative,False
the newman s own organics nd generation turkey vegetable has changed the ingredients from turkey liver to pultry liver this is not good if your cat is allergic to chicken as ours is the newman s own organics turkey vegetable original is no longer available,negative,neutral,negative,True
we love this coffee and have looked everywhere for better prices but amazon is the lowest,positive,neutral,negative,False
if you want to try an excellent brand la parisienne couture cocoa you will find is the best one on amazon so far i have tried bellagio sipping chocolate lake champlain hot chocolate mixes la parisienne couture cocoa my favorite mariebelle mocafe azteca d oro mexican spiced ground chocolate didn t like at all jacques torres classic hot chocolate vosges la parisienne couture cocoa sarabeth s kitchen hot chocolate la maison du chocolat tasse de chocolat love to hear others feedback,negative,positive,positive,False
i pondered buying this product for days because of mixed reviews many concerning the size of the ginger i feel for those people who got scraps but in my pack i received pretty uniform cubes of a very good size this is hands down the best crystallized ginger i ve ever had except for once and that was home made in hong kong first the chunks are just the right size to be tender and sweet without being too large to enjoy as a snack the quality of the ginger is outstanding with a deep fresh flavor and just the right amount of sugar the color is a light gold and the texture lacks the fibrous strands of mature ginger that too much crystallized ginger is made from so they say baby ginger and i can attest it must be because of that the flavor is strong without being an overpowering heat but the heat is there i d place it on the mild end of the ginger spectrum which works for me but if you want fire this isn t for you this is one of two crystallized gingers i d recommend and the other is the fiery one reed s but this has the better overall flavor of ginger this is definitely ginger for snacking if you want to bake with this you could but you d definitely need to get busy with the knife work if you re looking for dried ginger this isn t that either this is fresh tender and sweet heat ginger for tea i could see mashing a cube or two and making something pretty terrific but i d probably end up eating it straight i m gong to buy some of the baking cut small nuggets for ginger snaps now because if they re using the same ginger it s going to be amazing bottom line while it s possible that some people received a bad package with small pieces in packs i saw minimal variation in size and nothing i d describe as too large or small this is fresh as hell not too sugared and the quality of the ginger is out of this world if you like ginger i d find it hard to imagine not falling in love with this,positive,neutral,positive,True
it had listed ounce cans but i only received can contacted them and they took care of the problem right away good customer service i thank you for that,positive,neutral,positive,True
my favorite candy store sold this amazing strawberry licorice in small bags so it never had a brand name i would go get a small bag every week suddenly they started stocking a different horrible licorice after being out of it for a few weeks the new one was waxy and hard and had no taste whatsoever well i take that back it had a slight taste of cough syrup i started searching online based on reviews to find the one they originally stocked and i found it here this is not hard and waxy it is firm but has a matte look instead of a glossy look it taste very fruity this is my favorite strawberry licorice so much better than twizzlers and the like also this is a good price on it,positive,negative,negative,False
normally i like salty foods but this curry is way too salty they need to tone down the salt some also to make more of this sauce just add some cream or milk to it it ll thin down a little but the flavors are so strong that it goes a long way,neutral,positive,positive,False
normally with jelly belly beans i never worry about put more then in my month at once these however don t mix with each other and are pretty bad by themselves i think it s the attempt to put the milk yogart favor in that just doesn t work get something else anything else jelly belly get a new taste tester group and try again,negative,neutral,negative,True
this product doesn t have unnecessary things it is only plant sterols and magnesium stearate in gelatin capsules it could be cheaper but it s a fair price it works for me for my prostate problems,positive,neutral,positive,True
this black pudding has me floored you cannot get any closer to buying real black pudding unless you were in tesco outstanding,positive,neutral,negative,False
i feel this is too sweet for me if it can be lighter taste i think it will be perfect,neutral,positive,positive,False
i have a lab puppy that is starting to put on too much weight no surprise there i thought some search for food toys would work well i have about three different ones now and a couple more treat toys he will barely touch this he loves rubber and the hard plastic seems to bother him he is smart and can get some of the food out but then gets frustrated and walks off he is extremely food driven so this was a huge surprise to me it sits on the floor with food in it and he will just walk by i have another hard plastic food dispenser that has similar results with him he is also an aggressive chewer so i figured he would just chew the rope off but he doesn t even do that know your dogs preferences when purchasing these types of food toys,negative,neutral,negative,True
i like the sprout brand very much but i have to say that my daughter is sensitive to italian style food right now and really disliked this meal a lot perhaps the spices are too strong not sure but this one was not a hit she disliked the lasagne too we are sticking with the holiday turkey mac and cheese and peach pumpkin pie we have yet to try the chicken and vegetable or the other turkey option but i would recommend this brand just not the spicier meals,negative,neutral,negative,True
i have ordered this product many times i do wish could count for a non shipping fee item like it used to be instead of having it shipped from somewhere else,positive,negative,negative,False
these held up much better than other mixes the cookies did not break apart and cooked up nicely i am very please with this product and brand,positive,neutral,positive,True
received it and realized i messed up by getting the pie mix verses the pure pumpkin puree i had gotten the pure pumpkin of this same brand last time and it made the best tasting pumpkin pie pumpkin bread and pumpkin pancakes i ever had hands down this pie mix has a faint underlying not quite metalic flavor that i can t quite describe it s little better than libby s brand but not as good as the pure pumpkin in fact i like the pure pumpkin so much better i ve already ordered it and i m going to bring the out of cans of the pie mix i haven t used to work and give it away,positive,neutral,negative,False
using this chebe mix for pizza crusts bread sticks and dinner rolls are all very good bets there is a host of other things you can make with it and if you have a look at you will find a link that takes you to where they have a lot of very good uses for their products,positive,neutral,positive,True
my name never carried well across the neighborhood to the yard where i most often struck out at the plate sound as is the case with many a young boy was only one way to call me misty evenings just as the sun committed to drop westward an hour after my father would drive up in his buick special i smelled worcestershire sauce from our charcoal webber this meant the whiffle ball game ended and win or lose i had a different plate to step up to the scent created a state of emergency bats balls and if we used any bases were gathered by their respective owners and we all ran home like lovers impassioned in lustful want his recipe for steak was simple get it from jerry a butcher he knew for years dazzle it with ground pepper and the smallest sprinkle of lea perrins worcestershire sauce like smoke signals the air became the messenger or for me a siren seducing me homeward no other sauce would do his reasons had no merit for me at six years old but i never had cause to question such as it will be for you big bottles of worcestershire sauce will be what you need but a small bottle will be inspiration enough brockeim,positive,negative,negative,False
i was so excited when i found that amazon carried this product haven t been able to find it anywhere and it is my husbands favorite they shipped it off to me a s a p,positive,neutral,negative,False
this is an edit so i was unable to change my star rating at first i was happy with this canned cat food until the trouble began it has caused severe diarrhea in both of my cats who were eating it now i m in the process of trying to get things back on track as anyone who has been in this situation knows the negative impacts of the situation affect the entire household not just the poor cats who are suffering from it,positive,neutral,negative,False
i received a whirlypop popcorn popper for christmas after a little web research quickly discovered that coconut oil as used in the real theatre popcorn popping oil is a key ingredient to making great popcorn using regular canola or other vegetable oils just does not compare to using this popping oil my family loves the popcorn we make with this oil we will never eat microwave popcorn again,positive,neutral,negative,False
my two long haired german shephards love bully sticks however these are too thin for them they are gone almost immediately probably very good for smaller dogs i will look for a thick bully stick next time,positive,neutral,negative,False
i would like to stress when you are really hungry these chow mein noodles are a blessing they really are darn good for a less than a dollar processed instant food and they are easy to fix i use these on the road as a truck driver when i get to the end of my shift and all restaurants are closed or am and usually add a packet of crushed red pepper left over from a previous pizza feeding i think i should carry a can of oysters to chop up and add to this dish that just might make it even better the arrows or fill line is really hard to see but is there i made the mistake of adding a little above it once and ended up with excess water juice in my meal i guess i didn t think the packet of sauce added that much more moisture but once i just added water to the fill line and let it sit for minutes after the cooking time all was better,positive,neutral,negative,False
so i found one can of this at target a couple of months ago and never saw it since they cherry flavouring makes a change from the usual monster taste you get in monster green and monster blue initially the taste can be a little odd as you expect one thing but get another but if you mixed cherry coke and monster together you d have an idea of what monster assualt tastes like having the cans delivered made things a lot easier that getting them from the supermarket too due to the weight associated with that many,positive,negative,negative,False
i normally use this to make panang curry it works and tastes fine for that purpose so for this i have no complaints however if you live in an urban area with a sizable asian population cali nyc boston chicago etc you can get this exact brand at ethnic markets read chinatown for cents a can so star for not being the absolute best deal you can get having recently moved to a different city i was disappointed to find coconut milk only in chain supermarkets and for prices as high as per can maybe i don t know where to look yet but buying bulk off of amazon at a slightly higher price is certainly better than forking over per can,positive,neutral,negative,False
tastes exactly like regular fatty creamy peanut butter you would never guess its powder all the flavor and barely any calories i love it,positive,neutral,negative,False
i read an interview in inc magazine about the founder of the company and it inspired me to try a bar at starbucks where they are selling them at the cash register these days i loved it the one i sampled was different from this product but this one sounded like i would enjoy it even more and i did these bars are not particularly low calorie though in the article i mention above the founder says he sometimes eats two of them for lunch that s about right it would be a tasty light on the go lunch at calories so much better for you than a candy bar,positive,neutral,positive,True
i really love these bars i prefer them more than name brand candy bars and they are good for you they came quickly and i had no problems with signs of melting in transit as i had with other nutrition bars i will certainly keep buying,positive,neutral,positive,True
if you cant deduce the jist of my review based on the title stop reading now because you never will this is a totally personal thing i just honestly do not like this as much as other coffees ive tried theres nothing wrong with it i recieved what i ordered it was delievered promptly i just dont really care for the taste if you know what this tastes like and enjoy it buy it i prefer donut shop but to each his own this cat is bold,positive,negative,positive,True
i used to live in philadelphia and was a big fan of bookbinder s especially for their lobster bisque i was hoping that the canned version would bring back fond memories i recall the taste as being very rich and lobstery with bits of real lobster the canned version is more like what campbell s soup might have done if they did bisque it s ok not bad but no kick or seafood flavor i added sherry but it justs tastes blah with sherry,negative,neutral,negative,True
unlike the cherry pie which is great and really taste like cherry pie this is more of a lime flavored almond bar not bad but not great,neutral,positive,negative,False
too mild for me i like a strong flavor my wife likes this coffee has enough flavor and boldness to keep it enjoyable and not feeling like water downed coffee if you like strong bold coffee you will be disappointed for a mild coffee i found this good but not good enough to warrant the higher cost over many of the other brands i will not be re ordering caribou mahogany my wife prefers donut shop brand over this again not strong enough for me but still makes a good cup of coffee,neutral,positive,positive,False
i first discovered bentley s tea by purchasing an assortment of tea like this in order to have a nice container what i was surprised by was how great the teas are the teas except for the green tea are black tea based and all but the english breakfast are flavored none are herbal like a previous review implied the black tea base is the smoothest black tea i ve ever encountered it really has an outstanding flavor the flavored versions seem to use this tea base and add a flavor above it the flavor isn t as strong as in many teas however given how good the black tea that bentley s uses tastes it shouldn t be by ordering this off amazon i m not paying any more than tea costs in the supermarket on sale and getting far better tea hope you enjoy this tea as much as i do,positive,neutral,positive,True
dogs just go crazy over these treats i go online and buy cases of and that lasts years for my pugs and yorkie,positive,negative,neutral,False
when my supermarket discontinued newman s own organic black tea royal tea i started ordering it from amazon i order it a case at a time and it arrives promptly the tea itself is one of the only organic black teas that come in boxes of royal tea is a full bodied black tea it is a smooth tasting tea strong brewed is never bitter the more you drink the more money is donated to charity what a bonus,positive,negative,positive,True
you are reading the review for a reason the reviews speak for themselves this stuff is second to none buy it end of story,positive,negative,negative,False
at first my dog a lb maltese ish mutt didn t seem to interested in these i ve since decided it was because before these i was essentially handing him fully artificial crap i think it just took him a week or two to get used to the good stuff now he sprints to his kennel whenever he hears me opening the bag just ordered my second bag i do wish the other flavors came in individual packages though it feels terrible to me to pay on dog treats even if it is a bulk buy but that s certainly not a knock on the product,positive,negative,negative,False
jocalat organic chocolate coffee was the first larabar that i ve ordered before the bars arrived at my doorstep i was expecting a typical fruit n nut type of food bar that contains whole pieces of chunky nuts so i was a little disappointed when i opened one and saw that the nuts were broken into tiny pieces instead the bar was also shorter than i d imagined but the good thing is the taste didn t disappoint all the bars were not dry and hard but instead they were moist and firm even when they were kept in the refrigerator it would be a different texture if huge chunky nuts are used those who found them hard and dry probably got bars that were too close to their sell by date my bars had a good months to go before expiring what i like most is the fact that jocalat organic chocolate coffee and later i found out it applies to other flavors of larabar as well these bars were not sickening sweet like other energy bars i ve tasted it s quite sad to taste a food bar prepared with good ingredients being drenched in excessive sweeteners no matter how healthy the sweetener is touted to be but this bar did not gross me out like other bars did and in fact satisfied my sweet tooth pretty well since i am a chocolate lover especially dark ones the smell and taste of the cocoa in the bar added to my satisfaction rating there was also a subtle hint of coffee but it was almost undetectable if you re not mindful enough i wish the bars are bigger though i m in no way a large man but i find one bar hardly makes me feel full though it does stop my hunger pang after trying this product i ve since moved on to other flavors i found that larabar fruit nut food bar chocolate coconut chew ounce bars count has almost the same taste as this the coconut shreds in it have no taste but gives a distinctive coconut texture but since this bar isn t made of organic ingredients the price is lower than the jocalat series if budget is a concern to you then you may want to consider that bar instead one tip as with any food bars always eat larabar with a full glass of water although not as hard and dry like other bars it can get a bit dry on the throat when you re near the end,positive,neutral,negative,False
my pups aged both enjoyed these but since they talk i couldn t get their official position on them that said having trained them extensively i m pretty good at watching their body language when presented with these both pups were eager for a treat but after getting these in their mouths they both were slightly tentative to dig in perhaps its because my pups normally get high protein snacks like dried chicken breast and they re not used to brown rice flour quinoa flour pea flour tapioca starch or perhaps it was the vanilla mint flavor either way it sort of reminded me of kids acting with trepidation about eating a new vegetable but after a few fleeting moments the question marks popping out of their heads went away and both pups earnestly chewed up their treats the package says dental chews which normally speaks to an ability to remove tartar or freshen breath the package states that the product freshens breath naturally so i assume the mint serves as a breath freshener thus earning the title dental chew instead of treat that said i m pleased to know the product is wheat free and corn free as i m not a fan of feeding my pups either one of those all too common ingredients i was going to give the product four stars because the dogs didn t jump on them like white on rice but then i realized that this is a very healthy treat that is a whole lot better for them than most of the stuff that s out there and after the slight hesitation both dogs seemed to enjoy these very much so five stars it is,positive,neutral,negative,False
a friend who is a breader recommend this product to me although it s a bit pricey for chew treats but my dogs love it it didn t stain my carpet my dogs didn t throw up after chewing swallowing it,positive,negative,positive,True
it doesn t have weird and very bitter aftertaste some other coffees have but basically it doesn t have much taste at all i m a strong coffee lover which is why i ordered medium dark roast french roast isn t dark roasted but it shouldn t be this much weak either i guess i will grind more beans next time yet i can t smell much of coffee aroma either i m quite disappointed and won t order anymore from the eight o clock again i read other reviews in other websites and it seems like they used to be good before they changed something sigh,neutral,negative,negative,False
i m in the latter months of pregnancy and it is becoming harder and harder to get a good nights sleep in lieu of not being able to find my go to chamomile at the grocery i reached for bedtime story since in the tag line it expressed being caffeine free and made with real spearmint and chamomile flowers i was curious what the spearmint would be like with the chamomile so i scooped lipton bedtime story with plans to make a cup that night upon opening the box i was hit with the tingly scent of spearmint i brewed a cup curiously wondering if the tea would be more minty than i wanted after letting it steep for a few minutes i added my favorite accompaniments and sipped delicious it s a soft relaxing blend of chamomile the spearmint is not overpowering like i had worried it might be the ingredients listed are spearmint leaves chamomile flowers peppermint leaves orange peel lemon grass spice chicory root i would say that along with the chamomile and mint flavors the chicory root stands out a bit giving the tea a hint of earthiness bedtime story definitely relaxed my body and i ve been sleeping like a baby pun intended ever since,positive,neutral,positive,True
i didn t taste this product but i gave it to my boyfriend and he loved it he said it was very tasty and it made for a cute gift good value for the size,positive,neutral,positive,True
the first item was damage so the seller send a replacement after weeks and follow the instructions the tree die i took the tree to a bonsai shop and they told me the tree had some types of diseases,neutral,negative,negative,False
i ve been trying to give up both aspartame and high fructose corn syrup so i was excited to find zevia at my local grocery store i ve had stevia one other time in coffee and it seemed a little over sweet but nothing that couldn t be fixed by using a little less of it i couldn t even finish a can of this soda though not only did it have the worst stevia flavor grossly sweet and somewhat bitter but the flavor also tasted really watered down to me i think the ginger root beer flavor could be really good if it was sweetened with something else and the non stevia flavors came through a bit stronger i m glad i only got a six pack of this rather than buying the through amazon as i ve considered doing before,negative,neutral,negative,True
it is really neat to see the various candies that get put into these sets if you are expecting company get one of these out it is a lot of fun,positive,neutral,positive,True
this product is a huge benefit and find the ability of the lignans to be a better benefit than flax but take both as a way to hopefully get moving towards a healthier heart and immune system i doubt there is a better source of antioxidants and does deliver as well omega i have tried other products but premium gold just seems to have a fresher taste and like that they just seem to know how to process and grow better than most and i like that the shelf life appears to be nearly months which won t take that long to use other reviewers are right that many are seeing the benefits as well of lignans to reduce psa levels,positive,negative,neutral,False
for me it s all about calories to keep my weight off instead of buying popcorn to see a movie i bring a calorie popchip bag which costs cents compare that to buying popcorn,positive,neutral,negative,False
it s like chewing rubber bands this tastes for want of a better description like chewy kippered snacks they are really delicious but they are very tough and chewy they are tougher than the vigo brand but taste better there s the dilemma if you want the great taste your jaws are going to get a good workout if they were a bit more tender they would be awesome the picture on the can is also a bit deceptive as they aren t nice neat rounds they are odd unevenly cut random pieces of octopus,neutral,positive,positive,False
as the product description reads the zoe lifestyle low calorie treat sticks for dogs are low fat low calorie ingredients with added l carnitine improve heart function and exercise capacity in dogs in addition the treats are made with natural ingredients to help fuel and maintain your dog s active lifestyle these treats contain organic quinoa a high energy high fiber high protein super grain no gluten no wheat no corn no soy no dyes or additives cinnamon spice flavor according to the ad these sticks are safe for dogs with allergies to wheat and gluten they are made in the usa zoe treats contain aphis certified animal and plant health inspection service ingredients and adhere to pet food safety standards established by the association of american feed control officials aafco there are large sticks in the oz pouch approzimately per stick with free amazon shipping reilly english bulldog week old puppy loves the them,positive,negative,positive,True
i ve tried a variety of earl grey blends and this one wins the prize for being the most unique the citrus flavor is noticeably different from other earl greys the box says that in addition to bergamont other citrus flavors have been added personally i taste a touch of grapefruit in the mix which makes this tea a bit more lively than your typical blend of the conventional earl grey teas that are relatively easy to find my goto is bigelow s i find twinings to be too light and a bit sour my favorite earl grey is made by revolution and includes lavender as an ingredient if you want an earl grey that doesn t hold back on the bergamont and you don t mind some extra tannins i d suggest rishi or tazo lady grey by twinings also tastes great and includes small blue flowers which you can see in the loose leaf version cool visual effect against the dark black tea leaves,positive,neutral,positive,True
